id_trabajador,id_empresa,id_institucion,id_cargo,id_tipo_contrato,id_estado_contrato,sueldo_real,fecha_inicio,fecha_fin
1,,4,1,1,1,82840.0,2020-01-22,2020-04-30
1,,30,1,2,1,60000.0,2020-01-06,2020-12-31
1,,107,1,1,1,331806.45,2020-01-03,2020-12-31
1,,56,1,1,1,62448.0,2020-01-20,2020-12-31
1,,17,1,2,1,33600.0,2020-01-09,2020-12-31
1,,77,1,1,1,84000.0,2020-01-10,2020-12-31
1,,4,1,1,1,72704.0,2020-01-16,2020-04-30
1,,4,1,1,1,24570.95,2020-01-16,2020-01-28
1,,4,1,1,1,45873.9,2020-01-16,2020-02-28
1,,17,1,1,1,90000.0,2020-01-24,2020-06-30
1,,112,1,1,1,346323.84,2020-01-28,2020-12-31
1,,94,1,1,1,66000.0,2020-01-16,2020-12-31
1,,17,1,1,1,240000.0,2020-01-15,2020-12-31
1,,52,1,1,1,60000.0,2020-03-25,2020-12-31
1,,17,1,2,1,48000.0,2020-01-09,2020-12-31
1,,26,1,2,1,820000.0,2020-01-29,2020-04-02
1,,4,1,1,1,63850.5,2020-01-14,2020-04-30
1,,4,1,1,1,79150.0,2020-01-27,2020-03-27
1,,42,1,2,1,27600.0,2020-01-02,2020-03-31
1,,27,1,1,1,26400.0,2019-12-11,2020-12-31
1,,76,1,1,1,247760.0,2020-04-22,2020-06-29
1,,30,1,2,1,60000.0,2019-12-30,2019-12-31
1,,77,1,1,1,300000.0,2020-01-10,2020-12-31
1,,81,1,1,1,845620.0,2020-02-25,2020-08-25
1,,52,1,1,1,55560.0,2020-03-25,2020-12-31
1,,105,1,1,1,850000.0,2020-07-02,2020-07-23
1,,94,1,1,1,60000.0,2020-01-13,2020-12-31
1,,4,1,1,1,84822.0,2020-01-29,2020-04-28
1,,59,1,1,1,2156000.0,2020-04-21,2020-12-31
1,,9,1,1,1,60000.0,2019-12-27,2020-12-31
1,,42,1,2,1,28500.0,2020-01-07,2020-03-31
1,,61,1,1,1,245695.8,2020-04-30,2020-12-31
1,,4,1,1,1,72000.0,2020-01-14,2020-04-30
1,,126,1,1,1,226800.0,2020-03-09,2020-08-20
1,,127,1,1,1,279720.0,2020-04-03,2020-12-31
1,,49,1,1,1,2285329.89,2020-04-07,2020-12-24
1,,4,1,1,1,25200.0,2020-01-16,2020-04-30
1,,132,1,1,1,897000.0,2020-02-25,2020-12-31
1,,4,1,1,1,54808.0,2020-01-16,2020-04-30
1,,134,1,1,1,596000.0,2021-09-21,2022-01-30
1,,73,1,1,1,159000.0,2021-09-24,2021-12-03
1,,136,1,1,1,89750.0,2021-09-08,2021-10-08
1,,142,1,1,1,549350.0,2021-10-04,2022-03-04
1,,143,1,1,1,395000.0,2021-12-02,2022-01-18
1,,147,1,1,1,1962000.0,2021-10-01,2022-03-31
1,,148,1,1,1,298800.0,2021-09-22,2022-01-06
1,,149,1,1,1,232772.93,2021-10-25,2021-10-26
1,,151,1,1,1,664800.0,2021-09-24,2022-02-10
1,,154,1,1,1,559800.0,2021-10-18,2022-03-02
1,,3,1,1,1,525674.56,2021-10-12,2021-11-28
1,,85,1,1,1,144612.0,2021-11-15,2021-11-18
1,,33,1,1,1,174800.0,2021-10-06,2022-01-06
1,,125,1,1,1,527200.0,2021-09-25,2022-03-15
1,,160,1,1,1,899500.0,2021-09-03,2022-01-07
1,,164,1,1,1,449648.0,2021-09-28,2022-02-23
1,,166,1,1,1,697200.0,2021-09-24,2022-03-16
1,,4,1,1,1,88657.8,2021-08-19,2021-11-18
1,,4,1,1,1,89938.0,2021-08-19,2021-11-18
1,,119,1,1,1,695000.0,2021-09-24,2021-09-08
1,,168,1,1,1,584700.0,2021-09-27,2022-01-04
1,,169,1,1,1,286944.0,2021-10-02,2023-09-30
1,,173,1,1,1,195250.0,2021-09-28,2021-12-30
1,,174,1,1,1,2496079.88,2021-12-30,2022-11-22
1,,175,1,1,1,180420.0,2021-09-16,2021-11-17
1,,76,1,1,1,299970.0,2021-10-12,2021-12-15
1,,141,1,1,1,851850.0,2021-09-16,2021-11-15
1,,2,1,1,1,645700.0,2021-11-26,2022-02-26
1,,174,1,1,1,749800.0,2021-10-19,2022-10-19
1,,60,1,1,1,162672.0,2023-05-03,2023-10-03
1,,174,1,1,1,248408.4,2021-10-14,2022-10-14
1,,168,1,1,1,357000.0,2021-09-27,2022-02-04
1,,131,1,1,1,519500.0,2021-09-08,2021-12-08
1,,181,1,1,1,4000.0,2021-08-11,2021-12-31
1,,182,1,1,1,1518700.0,2021-10-05,2022-01-05
1,,33,1,1,1,167531.0,2021-09-27,2021-11-27
1,,186,1,1,1,242125.0,2021-10-04,2021-10-30
1,,34,1,1,1,82800.0,2021-09-30,2022-05-31
1,,188,1,1,1,249498.0,2021-09-22,2021-10-16
1,,191,1,1,1,2193000.0,2021-10-15,2022-03-18
1,,4,1,1,1,82500.0,2021-08-18,2021-11-17
1,,114,1,1,1,894000.0,2021-10-19,2021-11-09
1,,22,1,1,1,19800.0,2021-07-28,2021-12-31
1,,1,1,1,1,413442.0,2021-09-23,2023-07-14
1,,4,1,1,1,198000.0,2021-11-25,2021-12-02
1,,194,1,1,1,360000.0,2021-11-16,2021-12-31
1,,196,1,1,1,80130.4,2021-09-06,2021-09-29
1,,198,1,1,1,899750.0,2021-09-13,2022-03-24
1,,199,1,1,1,140950.0,2021-09-16,2021-09-26
1,,9,1,1,1,7770000.0,2022-12-20,2023-10-31
1,,188,1,1,1,480000.0,2021-09-22,2022-01-23
1,,36,1,1,1,76554.83,2021-10-25,2021-12-31
1,,2,1,1,1,872450.0,2021-10-06,2022-04-06
1,,201,1,1,1,330000.0,2021-09-09,2021-12-30
1,,73,1,1,1,3577500.0,2021-11-24,2024-12-14
1,,203,1,1,1,201860.0,2021-09-16,2021-10-01
1,,4,1,1,1,89893.6,2021-09-07,2021-12-31
1,,204,1,1,1,199510.0,2021-09-27,2021-11-23
1,,207,1,1,1,99604.0,2021-09-20,2021-12-27
1,,208,1,1,1,504764.0,2021-08-23,2021-11-22
1,,209,1,1,1,600100.5,2021-08-30,2022-08-29
1,,4,1,1,1,59260.0,2021-08-25,2021-11-24
1,,106,1,1,1,300000.0,2021-11-15,2021-11-30
1,,210,1,1,1,7587.1,2021-08-13,2021-12-31
1,,2,1,1,1,300000.0,2021-11-03,2023-04-24
1,,127,1,1,1,179916.5,2021-09-14,2021-12-31
1,,2,1,1,1,345600.0,2021-10-13,2022-10-12
1,,11,1,1,1,686726.45,2021-11-05,2022-02-16
1,,2,1,1,1,892530.0,2021-10-15,2022-10-16
1,,124,1,1,1,498880.0,2021-09-16,2022-01-01
1,,4,1,1,1,54000.0,2021-08-24,2021-12-31
1,,130,1,1,1,121620.0,2021-10-15,2021-11-09
1,,214,1,1,1,725474.88,2021-10-05,2022-01-15
1,,14,1,1,1,179800.0,2021-09-29,2021-12-03
1,,192,1,1,1,2000000.0,2021-11-12,2022-05-11
1,,217,1,1,1,1122914.6,2021-11-05,2022-02-05
1,,4,1,1,1,77030.55,2021-08-20,2021-09-19
1,,4,1,1,1,72000.0,2021-09-13,2021-12-13
1,,219,1,1,1,1964000.0,2021-10-27,2022-06-27
1,,2,1,1,1,877680.0,2021-10-19,2022-04-25
1,,14,1,1,1,1500000.0,2021-10-21,2023-04-26
1,,222,1,1,1,449300.0,2021-09-14,2022-02-10
1,,22,1,1,1,19200.0,2021-07-28,2021-12-31
1,,2,1,1,1,307376.0,2021-11-24,2022-03-24
1,,224,1,1,1,314940.0,2021-09-29,2021-10-28
1,,4,1,1,1,86288.0,2021-10-07,2022-10-07
1,,168,1,1,1,584300.0,2021-09-27,2022-01-04
1,,129,1,1,1,140400.0,2022-11-04,2023-11-15
1,,20,1,1,1,8999400.0,2021-11-05,2022-02-07
1,,4,1,1,1,414000.0,2021-12-16,2021-12-27
1,,182,1,1,1,219119.6,2021-09-16,2021-01-15
1,,230,1,1,1,3481388.85,2021-12-01,2021-12-02
1,,231,1,1,1,898700.0,2021-09-03,2021-11-10
1,,201,1,1,1,899800.0,2021-09-09,2022-01-08
1,,4,1,1,1,71000.0,2021-09-10,2021-09-20
1,,158,1,1,1,337124.0,2021-09-09,2022-01-06
1,,4,1,1,1,852335.0,2021-12-10,2021-12-27
1,,232,1,1,1,803550.0,2021-08-26,2022-01-26
1,,182,1,1,1,269900.0,2021-09-16,2021-10-14
1,,234,1,1,1,495967.95,2021-09-30,2022-01-28
1,,20,1,1,1,899710.0,2021-11-05,2021-12-15
1,,141,1,1,1,155281.06,2021-08-16,2022-08-01
1,,235,1,1,1,1875000.0,2021-10-22,2022-06-18
1,,236,1,1,1,230000.0,2021-10-04,2021-10-30
1,,2,1,1,1,585660.0,2021-11-04,2022-10-25
1,,237,1,1,1,299840.0,2021-09-22,2021-12-27
1,,23,1,1,1,1479200.0,2021-11-26,2022-01-25
1,,239,1,1,1,408984.45,2021-12-02,2022-05-23
1,,141,1,1,1,826205.62,2021-09-30,2021-03-29
1,,61,1,1,1,2428340.0,2021-12-03,2021-12-31
1,,232,1,1,1,200000.0,2021-09-23,2022-01-04
1,,4,1,1,1,42064.4,2021-08-18,2021-09-30
1,,4,1,1,1,89991.0,2021-08-18,2021-11-17
1,,136,1,1,1,89675.0,2021-08-13,2021-09-12
1,,13,1,1,1,1789800.0,2022-01-06,2022-05-16
1,,4,1,1,1,87462.0,2021-09-03,2021-12-31
1,,127,1,1,1,479500.0,2021-09-28,2021-12-31
1,,2,1,1,1,899997.0,2021-10-13,2022-04-15
1,,213,1,1,1,365900.0,2021-10-05,2022-01-24
1,,76,1,1,1,485675.0,2021-10-25,2021-12-28
1,,4,1,1,1,59733.5,2021-10-08,2022-01-07
1,,80,1,1,1,72936.0,2021-09-24,2021-09-25
1,,203,1,1,1,399995.0,2021-09-16,2021-10-01
1,,249,1,1,1,468000.0,2021-09-24,2022-02-10
1,,4,1,1,1,700000.0,2021-11-23,2021-12-10
1,,4,1,1,1,599970.0,2021-11-26,2021-12-06
1,,15,1,1,1,677000.0,2021-10-22,2022-03-28
1,,4,1,1,1,89332.44,2021-08-18,2021-11-17
1,,4,1,1,1,496899.0,2021-12-02,2022-03-09
1,,2,1,1,1,496800.0,2021-12-15,2022-12-14
1,,210,1,1,1,180000.0,2021-08-03,2022-07-31
1,,4,1,1,1,89797.4,2021-08-18,2021-11-17
1,,4,1,1,1,87000.0,2021-09-20,2021-09-23
1,,210,1,1,1,8322.58,2021-08-03,2021-12-31
1,,186,1,1,1,899100.0,2021-09-29,2021-12-31
1,,36,1,1,1,80000.0,2022-01-01,2022-04-30
1,,154,1,1,1,499500.0,2021-11-09,2022-01-30
1,,2,1,1,1,137500.0,2021-11-22,2022-05-22
1,,4,1,1,1,42885.0,2021-08-26,2021-10-07
1,,143,1,1,1,166400.0,2021-11-16,2022-02-14
1,,2,1,1,1,810000.0,2021-10-19,2022-04-25
1,,4,1,1,1,556500.0,2021-11-02,2021-12-19
1,,3,1,1,1,163409.4,2021-10-05,2021-10-08
1,,4,1,1,1,29315.0,2021-09-03,2021-09-30
1,,168,1,1,1,264995.0,2021-09-27,2021-12-05
1,,4,1,1,1,81030.0,2021-08-26,2021-10-06
1,,258,1,1,1,450600.0,2021-10-27,2025-11-30
1,,4,1,1,1,35487.5,2021-10-05,2022-01-04
1,,4,1,1,1,16650.0,2021-10-05,2021-01-05
1,,260,1,1,1,1398205.0,2021-10-26,2021-05-30
1,,4,1,1,1,32499.0,2021-08-31,2021-10-31
1,,235,1,1,1,2005428.93,2021-10-23,2022-06-11
1,,2,1,1,1,754800.0,2021-10-29,2022-02-01
1,,2,1,1,1,412500.0,2021-11-02,2022-10-17
1,,4,1,1,1,72263.05,2021-08-30,2021-09-29
1,,4,1,1,1,88363.44,2021-08-18,2021-11-17
1,,240,1,1,1,89700.0,2021-09-01,2021-10-30
1,,2,1,1,1,359440.96,2021-09-07,2021-10-15
1,,268,1,1,1,1647480.0,2021-11-04,2022-07-10
1,,2,1,1,1,118750.0,2021-11-30,2022-02-28
1,,72,1,1,1,621000.0,2023-05-30,2024-11-30
1,,136,1,1,1,246000.0,2021-09-15,2021-11-14
1,,4,1,1,1,729470.7,2021-11-11,2021-12-01
1,,2,1,1,1,358000.0,2021-12-10,2022-02-11
1,,232,1,1,1,1315740.0,2021-10-05,2022-01-07
1,,5,1,1,1,445000.0,2021-10-28,2022-01-29
1,,34,1,1,1,472250.0,2021-12-29,2022-05-31
1,,13,1,1,1,8376570.0,2021-12-06,2023-03-13
1,,3,1,1,1,259875.0,2021-10-05,2022-02-28
1,,22,1,1,1,17400.0,2021-07-28,2021-12-31
1,,100,1,1,1,614000.0,2021-09-21,2021-12-09
1,,48,1,1,1,659050.0,2021-11-25,2022-11-24
1,,48,1,1,1,1440000.0,2021-11-18,2022-11-17
1,,204,1,1,1,284200.0,2021-09-21,2022-01-14
1,,158,1,1,1,264433.04,2021-09-09,2021-11-07
1,,4,1,1,1,62480.0,2021-08-20,2021-09-19
1,,274,1,1,1,89100.0,2021-09-08,2021-12-08
1,,275,1,1,1,240.0,2021-07-29,2021-12-31
1,,22,1,1,1,18000.0,2021-07-28,2021-12-31
1,,182,1,1,1,129600.0,2021-09-13,2021-12-30
1,,4,1,1,1,58845.0,2021-08-23,2021-11-22
1,,103,1,1,1,685254.0,2021-10-06,2022-03-07
1,,174,1,1,1,1749449.0,2021-11-25,2022-11-14
1,,174,1,1,1,976548.5,2021-11-25,2022-11-21
1,,186,1,1,1,340200.0,2021-09-29,2021-12-31
1,,4,1,1,1,438074.0,2021-12-16,2021-12-27
1,,280,1,1,1,199500.0,2021-09-16,2022-02-15
1,,201,1,1,1,310000.0,2021-09-09,2021-12-31
1,,106,1,1,1,859999.5,2021-11-08,2021-11-26
1,,281,1,1,1,220000.0,2021-10-18,2022-01-20
1,,14,1,1,1,254250.0,2021-09-16,2023-03-19
1,,282,1,1,1,480000.0,2021-09-02,2022-01-03
1,,190,1,1,1,1075500.0,2020-06-17,2020-10-20
1,,190,1,1,1,945000.0,2020-06-17,2020-10-20
1,,210,1,1,1,12000.0,2019-11-11,2020-12-31
1,,8,1,1,1,3351700.0,2020-08-04,2021-01-04
1,,3,1,1,1,473490.0,2020-06-24,2021-12-31
1,,284,1,1,1,144900.0,2020-04-01,2020-04-30
1,,286,1,1,1,543800.0,2020-04-28,2020-07-28
1,,19,1,1,1,4545212.0,2020-07-28,2021-10-01
1,,49,1,1,1,962432.0,2020-06-02,2020-10-27
1,,210,1,1,1,18000.0,2019-10-24,2020-12-31
1,,282,1,1,1,1038000.0,2020-05-07,2020-05-31
1,,210,1,1,1,30000.0,2019-12-16,2020-12-31
1,,81,1,1,1,879023.5,2020-04-18,2021-01-18
1,,3,1,1,1,90274.5,2020-06-10,2020-11-30
1,,290,1,1,1,179500.0,2020-04-30,2020-09-30
1,,15,1,1,1,194243.88,2020-09-01,2021-09-09
1,,52,1,1,1,66000.0,2020-04-27,2020-12-31
1,,193,1,1,1,499800.0,2020-04-11,2020-07-23
1,,210,1,1,1,15000.0,2019-12-16,2020-12-31
1,,210,1,1,1,18000.0,2019-12-16,2020-12-31
1,,2,1,1,1,199400.0,2020-04-07,2020-05-16
1,,2,1,1,1,420000.0,2020-04-15,2020-10-23
1,,2,1,1,1,270950.0,2020-04-15,2020-10-23
1,,210,1,1,1,19200.0,2019-12-09,2020-12-31
1,,250,1,1,1,600000.0,2020-05-06,2020-05-31
1,,210,1,1,1,48000.0,2019-12-09,2020-12-31
1,,1,1,1,1,848000.0,2021-03-11,2021-09-10
1,,136,1,1,1,1950500.0,2020-05-18,2020-12-31
1,,34,1,1,1,88800.0,2020-05-25,2021-05-31
1,,12,1,1,1,617810.0,2020-05-14,2020-07-15
1,,295,1,1,1,873495.0,2020-04-15,2020-08-28
1,,297,1,1,1,893535.0,2020-04-01,2020-09-27
1,,4,1,1,1,44900.0,2020-03-12,2020-04-30
1,,8,1,1,1,697800.0,2020-06-26,2020-11-26
1,,210,1,1,1,14400.0,2019-12-03,2020-12-31
1,,299,1,1,1,1496898.0,2020-05-26,2020-12-19
1,,78,1,1,1,879140.0,2020-05-22,2020-12-31
1,,200,1,1,1,79740.0,2020-06-05,2020-12-31
1,,76,1,1,1,214990.0,2020-04-28,2020-12-07
1,,195,1,1,1,175608.0,2020-05-04,2020-12-31
1,,210,1,1,1,14400.0,2019-12-10,2020-12-31
1,,210,1,1,1,11400.0,2019-12-11,2020-12-31
1,,222,1,1,1,285660.0,2020-04-14,2020-07-13
1,,54,1,1,1,199100.25,2020-04-17,2020-07-21
1,,19,1,1,1,130500.0,2020-07-06,2021-12-31
1,,4,1,1,1,43572.81,2020-04-15,2020-05-05
1,,19,1,1,1,100800.0,2020-07-03,2022-10-31
1,,209,1,1,1,552000.0,2020-05-04,2020-11-03
1,,16,1,1,1,59400.0,2020-04-23,2020-12-31
1,,186,1,1,1,297000.0,2020-04-15,2020-12-31
1,,304,1,1,1,3868000.0,2020-04-16,2020-05-12
1,,210,1,1,1,28800.0,2019-12-16,2020-12-31
1,,4,1,1,1,71700.0,2020-04-22,2020-12-31
1,,26,1,1,1,109017.6,2022-03-09,2024-03-11
1,,29,1,1,1,4996350.0,2020-07-30,2021-02-22
1,,193,1,1,1,149800.0,2020-04-11,2020-08-22
1,,193,1,1,1,89800.0,2020-04-11,2020-09-22
1,,98,1,2,1,12624.03,2020-02-17,2020-10-30
1,,9,1,1,1,300000.0,2020-04-02,2020-06-24
1,,4,1,1,1,48451.5,2020-03-19,2020-10-31
1,,80,1,1,1,131778.72,2020-06-08,2020-12-31
1,,195,1,1,1,175608.0,2020-04-30,2020-12-31
1,,193,1,1,1,74900.0,2020-04-11,2020-09-22
1,,275,1,1,1,46566.0,2020-06-18,2021-09-30
1,,311,1,1,1,898260.0,2020-04-03,2020-12-31
1,,272,1,1,1,348000.0,2020-04-04,2020-06-21
1,,150,1,1,1,468545.0,2020-05-07,2020-06-30
1,,29,1,2,1,630000.0,2020-04-13,2020-06-14
1,,315,1,2,1,747500.0,2020-03-12,2020-12-31
1,,222,1,1,1,499990.4,2020-04-14,2020-06-12
1,,299,1,1,1,494335.0,2020-04-16,2021-01-13
1,,9,1,1,1,460600.0,2020-04-22,2020-07-16
1,,186,1,1,1,350880.0,2020-04-13,2020-06-05
1,,317,1,1,1,1616250.28,2020-05-05,2020-12-31
1,,210,1,1,1,15600.0,2019-11-19,2020-12-31
1,,210,1,1,1,15600.0,2020-01-23,2020-12-31
1,,199,1,1,1,520200.0,2020-04-21,2021-01-10
1,,61,1,2,1,695196.0,2020-02-26,2020-12-31
1,,13,1,1,1,24560000.0,2020-10-01,2022-08-08
1,,181,1,1,1,159700.0,2020-04-22,2020-07-16
1,,121,1,2,1,360000.0,2020-03-18,2020-12-31
1,,34,1,1,1,20000.0,2020-03-17,2020-12-31
1,,210,1,1,1,42000.0,2020-01-06,2020-12-31
1,,323,1,1,1,899745.0,2020-04-24,2020-10-16
1,,324,1,1,1,374400.0,2020-03-20,2020-12-31
1,,210,1,1,1,14400.0,2019-11-11,2020-12-31
1,,210,1,1,1,13200.0,2019-11-19,2020-12-31
1,,190,1,1,1,3298980.0,2020-06-03,2021-02-24
1,,1,1,1,1,101132.07,2020-05-29,2020-07-31
1,,196,1,1,1,89838.0,2020-03-23,2020-04-16
1,,210,1,1,1,84000.0,2019-10-30,2020-12-31
1,,210,1,1,1,14400.0,2019-11-18,2020-12-31
1,,222,1,1,1,395995.6,2020-04-14,2020-06-13
1,,2,1,1,1,677000.0,2020-06-04,2020-08-03
1,,76,1,1,1,5374512.0,2020-06-24,2021-06-30
1,,2,1,1,1,895000.0,2020-04-07,2020-05-16
1,,3,1,1,1,384838.0,2020-07-17,2020-08-28
1,,330,1,1,1,940800.0,2020-05-12,2020-12-15
1,,22,1,1,1,33000.0,2020-02-25,2020-12-31
1,,102,1,1,1,715651.2,2020-05-05,2020-06-06
1,,18,1,1,1,330000.0,2020-04-30,2020-06-30
1,,294,1,1,1,11400.0,2020-03-12,2020-03-31
1,,332,1,1,1,421371.0,2020-04-22,2020-07-31
1,,296,1,1,1,773500.0,2020-08-28,2020-08-08
1,,196,1,1,1,87999.98,2020-04-27,2020-12-31
1,,210,1,1,1,30000.0,2020-01-14,2020-12-31
1,,54,1,1,1,285195.0,2020-03-20,2020-12-31
1,,59,1,1,1,639000.0,2020-05-27,2020-12-15
1,,1,1,1,1,187010.75,2020-06-26,2020-09-30
1,,18,1,1,1,48000.0,2020-04-30,2020-12-31
1,,76,1,1,1,839880.0,2020-06-29,2021-06-09
1,,2,1,1,1,286875.0,2020-06-16,2021-05-24
1,,15,1,1,1,886167.0,2020-06-05,2020-11-23
1,,210,1,1,1,60000.0,2019-10-14,2020-12-31
1,,210,1,1,1,16800.0,2019-11-08,2020-12-31
1,,59,1,1,1,766135.0,2020-04-27,2020-12-15
1,,81,1,1,1,650267.25,2020-04-18,2021-01-18
1,,81,1,1,1,899184.8,2020-04-18,2021-01-18
1,,98,1,2,1,12779.2,2020-02-14,2020-10-30
1,,4,1,1,1,89821.75,2020-04-02,2020-04-30
1,,98,1,2,1,106896.55,2020-02-10,2020-12-31
1,,210,1,1,1,15600.0,2019-11-11,2020-12-31
1,,337,1,1,1,269645.0,2020-03-31,2020-08-04
1,,339,1,1,1,832500.0,2020-04-01,2020-06-15
1,,124,1,1,1,600000.0,2020-05-06,2020-05-31
1,,22,1,1,1,27500.0,2020-02-25,2020-12-31
1,,342,1,1,1,4690000.0,2020-04-27,2020-08-20
1,,29,1,1,1,1892450.0,2021-01-15,2021-06-30
1,,210,1,1,1,18000.0,2019-10-31,2020-12-31
1,,210,1,1,1,14400.0,2019-12-16,2020-12-31
1,,26,1,1,1,898800.0,2021-06-29,2022-06-29
1,,282,1,1,1,678000.0,2020-05-07,2021-02-17
1,,12,1,1,1,60000.0,2020-03-19,2020-12-31
1,,36,1,1,1,35200.0,2020-07-01,2020-08-31
1,,174,1,1,1,534933.36,2020-07-28,2020-12-27
1,,347,1,1,1,649507.0,2020-07-06,2020-09-30
1,,106,1,1,1,319624.2,2020-08-20,2020-10-31
1,,86,1,1,1,750690.0,2020-07-30,2021-05-10
1,,11,1,1,1,12992400.0,2020-10-29,2021-11-19
1,,11,1,1,1,560080.0,2020-10-09,2021-10-05
1,,249,1,1,1,896650.0,2020-06-19,2020-08-17
1,,11,1,1,1,14997422.0,2020-10-29,2021-11-19
1,,3,1,1,1,899845.68,2020-07-31,2020-09-01
1,,85,1,1,1,110000.0,2020-07-02,2020-12-31
1,,330,1,1,1,424300.0,2020-07-07,2020-11-03
1,,1,1,1,1,615000.0,2020-10-07,2021-01-08
1,,11,1,1,1,645403.0,2020-10-07,2021-10-04
1,,348,1,1,1,198950.0,2020-07-27,2020-09-22
1,,225,1,1,1,909300.0,2020-08-13,2020-12-07
1,,210,1,1,1,18000.0,2019-12-17,2020-12-31
1,,4,1,1,1,63285.05,2020-06-24,2020-09-30
1,,2,1,1,1,488480.0,2020-07-10,2020-09-09
1,,87,1,1,1,28000.0,2020-06-03,2020-06-30
1,,2,1,1,1,90000.0,2020-06-01,2020-11-30
1,,34,1,1,1,899250.0,2020-08-31,2020-10-16
1,,351,1,1,1,700983.88,2020-08-06,2021-02-10
1,,15,1,1,1,863746.91,2020-11-04,2021-05-11
1,,26,1,1,1,806500.0,2020-09-09,2021-12-31
1,,174,1,1,1,890000.0,2020-09-03,2021-09-02
1,,4,1,1,1,10750.0,2020-09-10,2021-12-31
1,,87,1,1,1,24000.0,2020-06-03,2020-06-30
